FID,t_nr,vejnavn,beskrivelse,husnummer,type,taelling_type,ktj_7_19,tung_pct,aadt_koretojer,hvdt_koretojer,cykler_7_19,ladcykler_pct,aadt_cykler,hvdt_cykler,fod_7_19,aadt_fod_7_19,hvdt_fod_7_19,fod_7_21,aadt_fod_7_21,hvdt_fod_7_21,fod_7_24,aadt_fod_7_24,hvdt_fod_7_24,aadt_fod_label,taelle_dato,aar,link,tung_pct_real,ladcykler_pct_real,lastbiler_7_19,lastbiler_pct,elloebehjul_7_19,elloebehjul_pct,andre_busser_7_19,ogc_fid,wkb_geometry
trafiktaelling.283,763,Sortedamdosseringen,nord for Dr. Louises Bro,3 C,100,Øvrige tællinger,1100,"2,3",1300,1400,3900,,4000,4800,900,1100,1100,,,,,,,1100,20090616,2009,http://kk.sites.itera.dk/apps/kk_trafik/pdf/qYQujMnNSR.pdf,2.29999995,,,,,,,283,POINT (12.563115019738303 55.68772591130676)
trafiktaelling.284,764,Baggesensgade,sydøst for Blågårdsgade,13,100,Øvrige tællinger,1300,"3,8",1500,1700,1400,"5,5",1400,1700,,,,,,,,,,,20121011,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/PG4BkweZIB.pdf,3.79999995,5.5,,,,,,284,POINT (12.559521247464932 55.687042770715514)
trafiktaelling.285,765,Stengade,sydvest for Nørrebrogade,2,100,Øvrige tællinger,2471,"11,5",2900,3200,4415,"6,3",4500,5400,,,,,,,,,,,20220524,2022,https://kk.sites.itera.dk/apps/kk_trafik/pdf/5rVYzIozTp.pdf,11.5,6.30000019,63,"2,54",,,1,285,POINT (12.556968935477165 55.68891811142525)
trafiktaelling.286,766,Guldbergsgade,sydøst for Ahornsgade,9,100,Øvrige tællinger,1596,"2,1",1900,2100,4295,"7,4",4400,5200,,,,,,,,,,,20220920,2022,https://kk.sites.itera.dk/apps/kk_trafik/pdf/MSY62Ad8lm.pdf,2.0999999,7.4000001,29,"1,81",,,4,286,POINT (12.55920676343057 55.691136059736735)
trafiktaelling.287,767,Møllegade,nordøst for Poppelgade,26,100,Øvrige tællinger,705,"1,1",800,900,3608,,3700,4400,,,,,,,,,,,20150930,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/2gElgfprEw.pdf,1.10000002,,8,,,,,287,POINT (12.558650695782454 55.692590064028245)
trafiktaelling.288,768,Prinsesse Charlottes Gade,sydøst for Jagtvej,42,100,Øvrige tællinger,1132,"1,7",1300,1500,840,,900,1000,1403,1600,1700,,,,,,,1600,20100420,2010,https://kk.sites.itera.dk/apps/kk_trafik/pdf/v9KAnDchqk.pdf,1.70000005,,,,,,,288,POINT (12.550232135835127 55.694703425762356)
trafiktaelling.289,769,Stefansgade,sydvest for Husumgade,35,100,Øvrige tællinger,2604,"1,4",3000,3400,3546,,3700,4300,,,,,,,,,,,20210901,2021,https://kk.sites.itera.dk/apps/kk_trafik/pdf/1FJtysZfSD.pdf,1.39999998,,33,"1,26",,,,289,POINT (12.543006097545225 55.694661407461496)
trafiktaelling.290,770,Esromgade,nord for Hillerødgade,30,100,Øvrige tællinger,800,"1,3",900,1000,300,,300,400,300,400,400,,,,,,,400,20100420,2010,http://kk.sites.itera.dk/apps/kk_trafik/pdf/ix4vjxkrBR.pdf,1.29999995,,,,,,,290,POINT (12.540184719694906 55.69751994349776)
trafiktaelling.291,771,Hillerødgade,vest for Nørrebrogade,14,100,Øvrige tællinger,6719,"1,9",7900,8800,5490,"5,5",5700,6700,,,,,,,,,,,20230509,2023,https://kk.sites.itera.dk/apps/kk_trafik/pdf/MLLnt9IPSb.pdf,1.89999998,5.5,110,"1,64",,,15,291,POINT (12.542341754917175 55.69745381258961)
trafiktaelling.292,772,Mimersgade,vest for Hamletsgade,96,100,Øvrige tællinger,11200,"4,1",13100,14700,4500,"1,6",4600,5500,,,,,,,,,,,20090609,2009,http://kk.sites.itera.dk/apps/kk_trafik/pdf/LN0ebnaET4.pdf,4.0999999,1.60000002,,,,,,292,POINT (12.543176705444226 55.70066591405139)
trafiktaelling.293,774,Nannasgade,øst for Bragesgade,23,100,Øvrige tællinger,2422,"2,1",2800,3200,554,,600,700,674,800,800,,,,,,,800,20090611,2009,https://kk.sites.itera.dk/apps/kk_trafik/pdf/Vh7eyaGm54.pdf,2.0999999,,,,,,,293,POINT (12.546325486638656 55.70091247988648)
trafiktaelling.294,775,Mimersgade,vest for Jagtvej,4,100,Øvrige tællinger,1800,"1,8",2100,2400,5300,,5500,6500,,,,,,,,,,,20140423,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/ICL3zL7Ao4.pdf,1.79999995,,,,,,,294,POINT (12.551928783743689 55.69789837906261)
trafiktaelling.295,776,Birkegade,nord for Elmegade,4,100,Øvrige tællinger,185,"3,8",200,200,744,,800,900,546,600,700,,,,,,,600,20090617,2009,https://kk.sites.itera.dk/apps/kk_trafik/pdf/vqS40gtf3F.pdf,3.79999995,,,,,,,295,POINT (12.558288208738542 55.690072361808355)
trafiktaelling.296,777,Egegade,nordvest for Elmegade,4,100,Øvrige tællinger,155,"5,8",200,200,107,,100,100,163,200,200,,,,,,,200,20090617,2009,https://kk.sites.itera.dk/apps/kk_trafik/pdf/5eRlhYzNh9.pdf,5.80000019,,,,,,,296,POINT (12.559191284336016 55.69035693753043)
trafiktaelling.297,778,Rådmandsgade,nord for Mimersgade,21,100,Øvrige tællinger,1000,"1,7",1200,1300,2042,,2100,2500,1293,1500,1600,,,,,,,1500,20090610,2009,https://kk.sites.itera.dk/apps/kk_trafik/pdf/5eRlhYzNh9.pdf,1.70000005,,,,,,,297,POINT (12.549414939279677 55.69911578376734)
trafiktaelling.298,779,Baldersgade,nord for Nannasgade,51,100,Øvrige tællinger,500,"1,9",600,700,300,,300,400,,,,,,,,,,,20140617,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/9zfEsfUj6Y.pdf,1.89999998,,,,,,,298,POINT (12.547144644591436 55.7008830610436)
trafiktaelling.299,789,"Borups Allé
","sydøst for Hulgårdsvej
","255
",100,Øvrige tællinger,40400,"1,9",47300,52900,4400,"0,7",4500,5400,,,,,,,,,,,20120919,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/DmI13omMNT.pdf,1.89999998,0.69999999,,,,,,299,POINT (12.520159815694322 55.70138864515424)
trafiktaelling.300,790,Frederikssundsvej,nordvest for Provstevej,74 A,100,Øvrige tællinger,10700,"7,2",12500,14000,6400,"0,7",6600,7800,,,,,,,,,,,20120919,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/pd8X7cYzfP.pdf,7.19999981,0.69999999,,,,,,300,POINT (12.525986826540741 55.70476982425065)
trafiktaelling.301,791,Jagtvej,nordøst for Nørrebrogade,52 A,100,Øvrige tællinger,15700,"3,4",18400,20600,14600,"1,6",15000,17800,,,,,,,,,,,20120918,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/MpZ6CwQqUw.pdf,3.4000001,1.60000002,,,,,,301,POINT (12.549345532644908 55.694779246557566)
trafiktaelling.302,792,"Lundtoftegade
","nord for Hillerødgade
","82
",100,Øvrige tællinger,6200,"5,5",7300,8100,2000,"1,1",2100,2400,,,,,,,,,,,20120904,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/xa7R2pRwZS.pdf,5.5,1.10000002,,,,,,302,POINT (12.538491847628555 55.69741644224539)
trafiktaelling.303,793,"Lygten
","nord for Rentemestervej
","39
",100,Øvrige tællinger,10100,"4,4",11800,13200,6500,"1,6",6700,7900,,,,,,,,,,,20120919,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/TD0mAa4NFu.pdf,4.4000001,1.60000002,,,,,,303,POINT (12.538023999075204 55.704562612000814)
trafiktaelling.304,794,"Mimersgade
","øst for Borgmestervangen
","118
",100,Øvrige tællinger,6300,"2,8",7400,8300,5600,"2,1",5800,6800,,,,,,,,,,,20120913,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/8boTeuCT30.pdf,2.79999995,2.0999999,,,,,,304,POINT (12.540029339371195 55.701062233975804)
trafiktaelling.305,795,"Mågevej
","sydvest for Ørnevej
","52
",100,Øvrige tællinger,3200,"0,7",3700,4200,1700,2,1800,2100,,,,,,,,,,,20120919,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/UD4tYAEy1A.pdf,0.69999999,2,,,,,,305,POINT (12.527398790046073 55.70177928868556)
trafiktaelling.306,799,"Tomsgårdsvej
","nord for Rentemestervej
","21
",100,Øvrige tællinger,25100,"2,2",29400,32900,3000,"0,8",3100,3700,,,,,,,,,,,20120919,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/ZQ0XnDiPjr.pdf,2.20000005,0.80000001,,,,,,306,POINT (12.524016059399697 55.70813342525668)
trafiktaelling.307,801,Baldersgade,nord for Mimersgade,44,100,Øvrige tællinger,600,,700,800,,,,,,,,,,,,,,,20100422,2010,http://kk.sites.itera.dk/apps/kk_trafik/pdf/GSf90BefTo.pdf,,,,,,,,307,POINT (12.54632273591181 55.70039088733818)
trafiktaelling.308,802,Bragesgade,nord for Mimersgade,35,100,Øvrige tællinger,800,,900,1000,,,,,,,,,,,,,,,20100422,2010,http://kk.sites.itera.dk/apps/kk_trafik/pdf/nVM4jQCJ4O.pdf,,,,,,,,308,POINT (12.545309891770726 55.700715689852004)
trafiktaelling.309,803,"Backersvej
","syd for Øresundsvej
",2,100,Øvrige tællinger,3700,"7,4",4300,4800,2100,"3,8",2200,2600,,,,,,,,,,,20130430,2013,http://kk.sites.itera.dk/apps/kk_trafik/pdf/EvkWI9AjkA.pdf,7.4000001,3.79999995,,,,,,309,POINT (12.61802189690927 55.66082111962103)
trafiktaelling.310,804,Gasværksvej,nordvest for Istedgade,21,100,Øvrige tællinger,3753,"2,3",4400,4900,7507,"2,8",7700,9200,,,,,,,,,,,20160906,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/iyLhugh4A9.pdf,2.29999995,2.79999995,75,,,,,310,POINT (12.557317927954127 55.67071669155801)
trafiktaelling.311,805,Gasværksvej,sydøst for Istedgade,27,100,Øvrige tællinger,3095,"2,9",3600,4100,7622,"3,1",7900,9300,,,,,,,,,,,20160906,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/p0Pg7nw009.pdf,2.9000001,3.0999999,82,,,,,311,POINT (12.55780688575682 55.67024782653505)
trafiktaelling.312,806,Vestergade,sydvest for Gammeltorv,5,100,Øvrige tællinger,1900,"3,5",2200,2500,4100,,4200,5000,5800,6800,7000,,,,,,,6800,20131030,2013,http://kk.sites.itera.dk/apps/kk_trafik/pdf/stR3KPtlzK.pdf,3.5,,,,,,,312,POINT (12.570958811364122 55.677959618631945)
trafiktaelling.313,807,Skindergade,nordøst for Gammeltorv,40,100,Øvrige tællinger,1500,"3,5",1800,2000,5200,,5400,6300,4500,5300,5400,,,,,,,5300,20131030,2013,http://kk.sites.itera.dk/apps/kk_trafik/pdf/RzuvjGczkE.pdf,3.5,,,,,,,313,POINT (12.57280502603774 55.67864041029359)
trafiktaelling.314,808,Nørregade,nord for Gammeltorv,4,100,Øvrige tællinger,2300,15,2700,3000,9200,,9500,11200,6600,7700,8000,,,,,,,7700,20131030,2013,http://kk.sites.itera.dk/apps/kk_trafik/pdf/So60iUYlnY.pdf,15,,,,,,,314,POINT (12.572151700127108 55.678724399098336)
trafiktaelling.315,809,Larslejsstræde,nord for Sankt Peders Stræde,5,100,Øvrige tællinger,900,"1,9",1100,1200,800,,800,1000,1800,2100,2200,,,,,,,2100,20131030,2013,http://kk.sites.itera.dk/apps/kk_trafik/pdf/8EnQcVCknu.pdf,1.89999998,,,,,,,315,POINT (12.569745922381077 55.67976065411436)
trafiktaelling.316,810,Knippelsbrogade,under Knippelsbro,10,100,Øvrige tællinger,100,1,100,100,100,"1,4",100,100,,,,,,,,,,,20130530,2013,http://kk.sites.itera.dk/apps/kk_trafik/pdf/TfVbE6WsCb.pdf,1,1.39999998,,,,,,316,POINT (12.587661852185919 55.67439458920278)
trafiktaelling.317,811,Lipkesgade,nord for Classensgade,20,100,Øvrige tællinger,448,"2,5",500,600,706,"4,2",700,900,,,,,,,,,,,20140923,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/0NFHvTQnqg.pdf,2.5,4.19999981,,,,,,317,POINT (12.5852107852613 55.697991998384445)
trafiktaelling.318,812,Niels Hemmingsens Gade,sydøst for Skindergade,23,100,Øvrige tællinger,723,"2,8",800,900,1507,"3,5",1600,1800,,,,,,,,,,,20141001,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/CosZZc3xxT.pdf,2.79999995,3.5,,,,,,318,POINT (12.575829410783282 55.68036691086829)
trafiktaelling.319,813,Kristianiagade,sydvest for Bergensgade,6,100,Øvrige tællinger,2500,"1,9",2900,3300,800,"5,8",800,1000,,,,,,,,,,,20130610,2013,http://kk.sites.itera.dk/apps/kk_trafik/pdf/2dQ9Yvdytc.pdf,1.89999998,5.80000019,,,,,,319,POINT (12.586044166667987 55.693830846693565)
trafiktaelling.320,814,Islands Brygge,sydøst for Sturlasgade,57,100,Øvrige tællinger,4000,"6,3",4700,5200,5000,,5200,6100,,,,,,,,,,,20121002,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/0KI7vXwmme.pdf,6.30000019,,,,,,,320,POINT (12.572774314432824 55.66383777246446)
trafiktaelling.321,815,Vendersgade,nordøst for Nansensgade,20,100,Øvrige tællinger,300,"2,5",400,400,6400,,6600,7800,,,,,,,,,,,20120815,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/GLGTtej9YG.pdf,2.5,,,,,,,321,POINT (12.566078223786965 55.68490333868083)
trafiktaelling.322,816,Prøvestensbroen,,,100,Øvrige tællinger,1252,"57,9",1500,1600,,,,,,,,,,,,,,,20160815,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/WoHM8ivDYY.pdf,57.90000153,,,,,,,322,POINT (12.63119421238685 55.67085085849601)
trafiktaelling.323,817,Borgmester Christiansens Gade,vest for Louis Pios Gade,31,100,Øvrige tællinger,2800,"15,3",3300,3700,1500,,1500,1800,,,,,,,,,,,20120524,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/gflcHpXIJK.pdf,15.30000019,,,,,,,323,POINT (12.533752890667518 55.649285363012055)
trafiktaelling.324,818,Stubmøllevej,øst for Grønrisvej,35,100,Øvrige tællinger,3200,6,3700,4200,1000,,1000,1200,,,,,,,,,,,20120524,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/DRxIpAiNIv.pdf,6,,,,,,,324,POINT (12.522667713530236 55.64962036582864)
trafiktaelling.325,819,Herman Bangs Plads,vest for Herman Bangs Plads,3,100,Øvrige tællinger,200,4,200,300,200,,200,200,,,,,,,,,,,20120109,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/hwKgveQMeQ.pdf,4,,,,,,,325,POINT (12.503340180003141 55.66727033445915)
trafiktaelling.326,820,Vilhelm Topsøes Vej,øst for Herman Bangs Plads,,100,Øvrige tællinger,200,"4,5",200,300,200,,200,200,,,,,,,,,,,20120109,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/Wc8rOFbaWr.pdf,4.5,,,,,,,326,POINT (12.503752237886921 55.66726928037682)
trafiktaelling.327,821,Hjalmar Bergstrøms Vej,nord for Valby Langgade,1,100,Øvrige tællinger,300,0,400,400,100,,100,100,,,,,,,,,,,20120109,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/u3lJLdRzlb.pdf,0,,,,,,,327,POINT (12.502007066472009 55.66760229280595)
trafiktaelling.328,822,Ole Borchs Vej,nordøst for Vigerslev Allé,9,100,Øvrige tællinger,400,"3,1",500,500,600,,600,700,,,,,,,,,,,20120620,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/Dm3cpQrV0Q.pdf,3.0999999,,,,,,,328,POINT (12.498332092647008 55.66071365544083)
trafiktaelling.329,823,Saxtorphsvej,nordøst for Vigerslev Allé,20,100,Øvrige tællinger,200,"3,3",200,300,100,,100,100,,,,,,,,,,,20120620,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/0dSaP8tGad.pdf,3.29999995,,,,,,,329,POINT (12.500167478573639 55.6612427954987)
trafiktaelling.330,824,Panumsvej,øst for Mansasvej,27,100,Øvrige tællinger,200,"2,9",200,300,300,,300,400,,,,,,,,,,,20120620,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/Ddbsr7EpPq.pdf,2.9000001,,,,,,,330,POINT (12.50056448894979 55.66182821119334)
trafiktaelling.331,825,Hyltebjerg Allé,øst for Ålekistevej,26,100,Øvrige tællinger,1242,"1,7",1500,1600,2928,,3000,3600,,,,,,,,,,,20140521,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/pWatGok9Nj.pdf,1.70000005,,,,,,,331,POINT (12.484568131267228 55.68269904175588)
trafiktaelling.332,826,Linde Allé,øst for Ålekistevej,56,100,Øvrige tællinger,900,"2,9",1100,1200,500,"3,3",500,600,,,,,,,,,,,20120530,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/5g8cMdGG8j.pdf,2.9000001,3.29999995,,,,,,332,POINT (12.485114263176717 55.68126967762881)
trafiktaelling.333,827,Bangsbovej,sydøst for Vanløse Allé,22,100,Øvrige tællinger,300,0,400,400,200,,200,200,,,,,,,,,,,20120530,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/QDIqm33JDX.pdf,0,,,,,,,333,POINT (12.497858856214046 55.68924899229022)
trafiktaelling.334,828,Randbølvej,sydøst for Vanløse Allé,26,100,Øvrige tællinger,900,"1,4",1100,1200,1100,,1100,1300,,,,,,,,,,,20120530,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/5j8BBPuZId.pdf,1.39999998,,,,,,,334,POINT (12.499499776241596 55.68981506890544)
trafiktaelling.335,829,Ådalsvej,sydøst for Vanløse Allé,21 A,100,Øvrige tællinger,300,"2,4",400,400,100,,100,100,,,,,,,,,,,20120530,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/WS62i9G4P8.pdf,2.4000001,,,,,,,335,POINT (12.500695533571804 55.690305676374194)
trafiktaelling.336,830,Åbakkevej,sydøst for Vanløse Allé,15,100,Øvrige tællinger,200,"2,6",200,300,100,,100,100,,,,,,,,,,,20120530,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/vGGwCFav8w.pdf,2.5999999,,,,,,,336,POINT (12.502049235105382 55.69081694991065)
trafiktaelling.337,831,Dybendalsvej,sydøst for Vanløse Allé,23,100,Øvrige tællinger,200,"2,8",200,300,100,,100,100,,,,,,,,,,,20120530,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/ppAzrek7VU.pdf,2.79999995,,,,,,,337,POINT (12.503339255668102 55.69136361097498)
trafiktaelling.338,832,Åløkkevej,sydøst for Vanløse Allé,27,100,Øvrige tællinger,200,"3,2",200,300,100,,100,100,,,,,,,,,,,20120530,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/8lHqxCOjp5.pdf,3.20000005,,,,,,,338,POINT (12.504633724834848 55.69187654890815)
trafiktaelling.339,833,Ny Carlsbergvej,vest for Haderslevgade,15,100,Øvrige tællinger,2601,"0,8",3000,3400,1754,,1800,2100,1108,1300,1300,,,,,,,1300,20171005,2017,http://kk.sites.itera.dk/apps/kk_trafik/pdf/bDI1TXGBFm.pdf,0.80000001,,0,,,,,339,POINT (12.545361595903488 55.665716639223724)
trafiktaelling.340,834,Vesterbrogade,Teaterpassagen,42,100,Øvrige tællinger,327,"1,8",400,400,4516,,4700,5500,,,,,,,,,,,20230905,2023,https://kk.sites.itera.dk/apps/kk_trafik/pdf/2b1MosvRyD.pdf,1.79999995,,6,"1,8",,,,340,POINT (12.555480799845196 55.67278974229347)
trafiktaelling.341,835,Hamletsgade / Nannasgade,Krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20100422,2010,http://kk.sites.itera.dk/apps/kk_trafik/pdf/pIwKCVIc6F.pdf,,,,,,,,341,POINT (12.544967782360342 55.701353809024)
trafiktaelling.342,836,Nannasgade / Baldersgade,Krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20090610,2009,http://kk.sites.itera.dk/apps/kk_trafik/pdf/yqCTPogY2t.pdf,,,,,,,,342,POINT (12.546924669254798 55.700717922579024)
trafiktaelling.343,837,Bragesgade / Nørrebrogade,Krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20090618,2009,http://kk.sites.itera.dk/apps/kk_trafik/pdf/x5rVrOsxpm.pdf,,,,,,,,343,POINT (12.542442669762401 55.698588962036915)
trafiktaelling.344,838,Nørrebros Runddel,Krydset mellem Nørrebrogade og Jagtvej,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20151103,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/ivL8mySN6l.pdf,,,,,,,,344,POINT (12.548836758447385 55.69434471703359)
trafiktaelling.345,839,Sjællandsgade / Nørrebrogade,Krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20090506,2009,http://kk.sites.itera.dk/apps/kk_trafik/pdf/UdIl6RPwW3.pdf,,,,,,,,345,POINT (12.551374315699102 55.69265925471014)
trafiktaelling.346,843,Studiestræde / Larsbjørnstræde,Krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20131024,2013,http://kk.sites.itera.dk/apps/kk_trafik/pdf/dJsiQ8Lgp6.pdf,,,,,,,,346,POINT (12.56928944960704 55.678529921416256)
trafiktaelling.347,844,Søtorvet,Cykelsti mod Vendersgade,1,100,Øvrige tællinger,,,,,3940,"5,1",4100,4800,,,,,,,,,,,20200923,2020,https://kk.sites.itera.dk/apps/kk_trafik/pdf/eWlKuDlZND.pdf,,5.0999999,,,29,"0,7",,347,POINT (12.56528592758106 55.6857722256623)
trafiktaelling.348,845,Ørestads Boulevard,nord for Sundby Station,25,100,Øvrige tællinger,12100,"2,9",14200,15900,2200,"1,3",2300,2700,,,,,,,,,,,20121001,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/xbhjF52fPo.pdf,2.9000001,1.29999995,,,,,,348,POINT (12.585556119632914 55.645783006066665)
trafiktaelling.349,846,Ørestads Boulevard / Islands Brygge st.,Indkørsel til parkeringsplads syd for Islands Brygge st.,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20120323,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/9A8duunlTY.pdf,,,,,,,,349,POINT (12.584668605054294 55.66285072006325)
trafiktaelling.350,847,Banegårdspladsen / Vesterbrogade,sydvestlige kryds ved Vester Farimagsgade,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20120206,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/q9YJVgho9p.pdf,,,,,,,,350,POINT (12.562883961474723 55.67403059279119)
trafiktaelling.351,848,Vester Farimagsgade / Ved Vesterport,Krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20120417,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/n4LAf1ya66.pdf,,,,,,,,351,POINT (12.561990440940905 55.675411155326735)
trafiktaelling.352,849,Nørre Farimagsgade / Gyldenløvsgade,Krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20160623,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/pXdC4MN7VF.pdf,,,,,,,,352,POINT (12.563589689660587 55.67965561123463)
trafiktaelling.353,850,Jagtvej - Ågade,Krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20151103,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/R6smbOwoOF.pdf,,,,,,,,353,POINT (12.541384434638786 55.687781603971025)
trafiktaelling.354,851,Jagtvej / Borups Allé,Krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20151103,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/1w3QufDJwU.pdf,,,,,,,,354,POINT (12.542735265495473 55.688983619563615)
trafiktaelling.355,852,Classensgade / Strandboulevarden,Krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20120426,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/ZyujL1ki80.pdf,,,,,,,,355,POINT (12.590491188474838 55.69881288530004)
trafiktaelling.356,853,Rosenvængets Hovedvej / Strandboulevarden,Krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20120425,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/LAceWdrEWW.pdf,,,,,,,,356,POINT (12.588469064266896 55.702055809077216)
trafiktaelling.357,854,Nordre Frihavnsgade / Strandboulevarden,Krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20120425,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/MFN2lZJBvy.pdf,,,,,,,,357,POINT (12.587884240469826 55.70343158491955)
trafiktaelling.358,855,Århusgade / Strandboulevarden,krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20120424,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/tw81XydatA.pdf,,,,,,,,358,POINT (12.586140572788695 55.70673931954618)
trafiktaelling.359,856,Vordingborggade / Strandboulevarden,Krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20120426,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/sftn5I62wp.pdf,,,,,,,,359,POINT (12.58550075193233 55.70798690582432)
trafiktaelling.360,857,Randersgade / Strandboulevarden,Krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20120424,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/gLDyZZMt0d.pdf,,,,,,,,360,POINT (12.579606821830456 55.70920135755946)
trafiktaelling.361,858,Bangsbovej / Vanløse Allé,Krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20120530,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/73G8zDEy6p.pdf,,,,,,,,361,POINT (12.497453600933648 55.68953707783046)
trafiktaelling.362,859,Randbølvej / Vanløse Allé,Krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20120530,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/Csf4ATbjW2.pdf,,,,,,,,362,POINT (12.49917324238128 55.69014097585213)
trafiktaelling.363,860,Randbølvej / Katrinedalsvej,Krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20120430,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/AlDLYGoTFH.pdf,,,,,,,,363,POINT (12.497457280397017 55.691747266171845)
trafiktaelling.364,861,Grøndal Parkvej / Godthåbsvej,Krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20121030,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/yaQYO1bFPC.pdf,,,,,,,,364,POINT (12.515614105710208 55.69109431483545)
trafiktaelling.365,862,Ved Mønten / Amagerfælledvej,Krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20121010,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/HXIrE4MhaG.pdf,,,,,,,,365,POINT (12.595344186070475 55.66745693126425)
trafiktaelling.366,863,Tankstation ved Enghave St,Indkørsler til tankstation på hjørnet af Enghavevej og Sønder Boulevard,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20120222,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/2kZAuLfoby.pdf,,,,,,,,366,POINT (12.541390263590802 55.663366361776845)
trafiktaelling.367,864,H. C. Andersens Boulevard / Vesterbrogade,Krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20120524,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/XseczXSxkI.pdf,,,,,,,,367,POINT (12.5679130816041 55.67578242062309)
